60000 90000
38263 51080 0.3333333333333333
53818 48423 0.3333333333333333
35372 1117 0.3333333333333333
19997 29914 0.3333333333333333
56141 47449 0.5
37883 46031 0.25
10314 28904 0.3333333333333333
39304 22471 0.3333333333333333
43558 24443 0.5
33551 27816 0.2
31628 15348 0.5
59374 47379 1.0
37569 19745 0.3333333333333333
25879 42550 0.5
4641 59077 0.3333333333333333
10032 17963 0.5
46474 48794 0.5
28614 15612 0.5
36516 38835 0.25
16863 11037 0.2
18324 24359 0.5
25014 54677 1.0
25521 31511 0.25
59880 11712 0.3333333333333333
28317 40075 0.3333333333333333
55420 44996 0.5
19754 18466 1.0
4747 19516 0.5
13309 38821 0.3333333333333333
25914 40298 1.0
1756 10299 0.5
16186 47348 0.2
56017 26015 0.3333333333333333
23736 33158 0.14285714285714285
30820 52123 1.0
1499 22959 0.2
37684 7367 1.0
20095 55046 0.5
59427 40955 0.2
24114 17346 0.3333333333333333
25992 58220 0.5
10603 44591 1.0
48373 25192 0.5
18305 53786 0.5
52814 20995 0.5
32328 34479 0.5
44998 45194 0.16666666666666666
31126 25087 1.0
2276 31227 0.5
12220 34932 0.25
15414 36388 1.0
32731 59818 0.16666666666666666
52356 10955 0.2
42882 38198 0.2
34459 13799 0.25
54906 3710 0.5
3333 13301 0.5
40288 9172 1.0
14608 10246 0.25
43637 26287 0.3333333333333333
30125 46590 0.25
3943 45631 0.3333333333333333
9609 34101 1.0
31896 36114 0.5
10722 9115 0.5
20538 19964 0.3333333333333333
3967 14219 0.3333333333333333
41542 46304 0.3333333333333333
20779 38895 1.0
14051 57960 0.3333333333333333
19251 50266 0.5
19624 28382 0.25
54087 41209 0.3333333333333333
2577 48137 0.5
50049 11101 0.3333333333333333
50858 51527 0.5
33265 37415 0.5
52229 50781 1.0
57184 34529 1.0
7051 24277 0.125
34538 580 0.3333333333333333
12568 34722 0.5
44361 6784 0.5
4214 52305 0.5
13468 37207 1.0
49664 44295 0.16666666666666666
31405 5864 0.3333333333333333
41879 28840 0.25
2751 40649 0.25
57949 50351 1.0
54009 46286 0.5
51370 51737 0.3333333333333333
27704 17227 0.5
6290 54328 0.25
45325 34156 1.0
50071 58067 0.25
49926 9709 0.3333333333333333
17918 56341 0.5
11578 9603 0.5
45141 25831 0.16666666666666666
52066 57609 1.0
55400 36300 0.5
27724 10595 0.5
45833 44465 0.5
52804 51431 1.0
12817 26923 0.5
25765 42706 0.5
21950 56261 0.3333333333333333
57636 55632 0.3333333333333333
56063 4440 0.5
26055 52536 0.3333333333333333
22453 34224 0.5
58136 17397 0.3333333333333333
41 56857 0.5
52759 30816 0.5
11838 11208 0.25
50123 45791 0.3333333333333333
24627 52784 0.3333333333333333
46626 56226 0.25
26320 55684 1.0
45005 46058 1.0
55328 11961 1.0
41925 31360 0.3333333333333333
24378 45393 0.3333333333333333
56420 48374 1.0
43858 45004 0.5
33649 37538 0.2
25640 21908 0.3333333333333333
6288 54568 0.5
27598 34729 0.25
51065 31649 1.0
8085 43290 1.0
35267 53320 0.5
48646 46201 0.5
37476 49287 0.5
28855 38871 0.5
2098 4952 0.5
14933 39867 0.3333333333333333
25933 11492 0.3333333333333333
27474 21032 1.0
30253 6116 0.3333333333333333
45223 27790 1.0
33168 213 1.0
43259 38781 0.5
54736 4129 0.3333333333333333
32175 7163 0.5
5633 46581 0.5
31045 52280 1.0
17421 20773 0.3333333333333333
4802 14592 1.0
33891 12153 0.5
4814 24883 0.2
36017 8192 0.5
8402 44624 1.0
13798 6201 0.25
53717 17463 0.5
36810 37782 1.0
55674 11922 0.3333333333333333
33064 24277 0.125
23327 25736 1.0
47482 56514 1.0
21578 216 0.5
5342 46249 0.5
57176 51475 0.5
51650 2645 0.5
54911 28449 0.5
26503 10031 0.3333333333333333
51272 40050 0.3333333333333333
49667 14241 0.5
11303 3455 0.2
25862 13951 0.3333333333333333
25229 7498 0.3333333333333333
1873 44033 0.5
24292 52505 0.5
52237 55827 0.3333333333333333
24835 4916 0.5
11972 29148 0.3333333333333333
16943 27181 0.25
14115 57177 1.0
40409 2937 0.5
5179 350 1.0
35295 12478 0.25
44792 21497 0.25
39680 35856 0.2
49229 19506 0.5
18876 20765 0.3333333333333333
9746 41061 1.0
28773 49534 0.3333333333333333
6673 50024 0.3333333333333333
47997 1448 0.5
19709 38197 0.16666666666666666
9613 3997 1.0
31756 25060 0.5
28436 41163 0.5
41920 7037 1.0
11491 59268 0.3333333333333333
27281 33920 0.5
22708 59089 0.5
15016 53805 0.3333333333333333
34791 4331 0.5
13279 56781 0.25
10081 5228 0.3333333333333333
54328 6438 1.0
49012 25832 0.25
42288 28528 0.25
10464 32472 0.3333333333333333
27877 9968 0.5
52643 43385 0.5
29629 49553 0.3333333333333333
19470 29834 0.3333333333333333
20053 7884 0.5
8371 40167 0.3333333333333333
43900 20971 0.25
48691 33450 0.25
47920 16864 1.0
2938 9018 0.5
27170 48091 0.5
25806 22022 0.5
39370 18430 1.0
32179 8295 0.25
18680 22988 1.0
23824 26762 0.3333333333333333
40620 47852 0.3333333333333333
54212 24315 0.5
21738 17754 0.5
30149 17275 0.2
22275 25809 0.3333333333333333
35108 36223 1.0
45804 49360 0.5
38149 38464 0.5
11076 56762 0.5
9181 5078 0.5
21478 34760 1.0
25097 10394 1.0
47703 41250 0.2
10287 22978 0.2
54617 36483 0.25
10939 59001 0.5
55146 22966 0.5
19479 8315 0.3333333333333333
45775 12258 0.3333333333333333
2489 12375 0.3333333333333333
31222 37400 0.25
49489 2273 1.0
15556 146 0.25
27819 28260 1.0
11007 41329 0.3333333333333333
33215 53050 0.5
37556 957 0.5
9790 6790 0.5
6457 7799 0.5
18302 13017 1.0
2574 50974 0.3333333333333333
49824 25340 1.0
20063 14660 0.5
23654 59716 0.5
45379 26783 0.25
6859 50670 1.0
43077 51600 0.3333333333333333
1907 34318 0.3333333333333333
45510 15445 0.5
30902 58167 0.25
20772 38143 0.3333333333333333
43574 47007 0.5
21834 57021 1.0
18424 14674 0.5
23560 34180 0.5
48992 48169 1.0
55771 53868 1.0
56773 40503 1.0
10052 55129 0.3333333333333333
42318 27181 0.25
15414 22066 1.0
27208 28877 0.25
50834 29849 0.5
56194 52211 0.3333333333333333
39938 48125 1.0
14092 5010 0.25
33966 13294 0.25
56292 35278 0.5
58582 16147 1.0
34022 19496 0.25
40538 57159 0.5
49858 20230 1.0
41824 50793 0.5
26588 14736 0.5
29550 50849 0.25
27986 49993 0.3333333333333333
48951 34705 0.25
56366 50025 0.25
32089 26041 1.0
40075 10021 0.5
35712 29858 0.3333333333333333
33018 25814 0.3333333333333333
27216 25102 0.2
46219 54141 0.5
46969 34591 1.0
18762 37058 0.2
48276 21979 0.3333333333333333
28243 57106 0.3333333333333333
30870 15380 1.0
17171 51261 1.0
47104 58360 0.5
44836 5387 1.0
55873 42246 1.0
17088 38615 0.25
17720 45611 0.25
8671 13900 1.0
7430 44968 0.16666666666666666
2287 27309 1.0
30870 24696 0.3333333333333333
43890 8645 1.0
59192 34553 0.3333333333333333
26748 28445 0.3333333333333333
33010 32174 0.5
16694 25805 0.25
8425 20242 0.3333333333333333
38631 44382 1.0
59665 45599 0.25
41913 59008 0.3333333333333333
28963 24513 0.5
41653 10691 0.3333333333333333
5762 31567 0.3333333333333333
6296 9453 0.25
23995 54488 0.5
56999 15743 0.3333333333333333
8726 17286 0.3333333333333333
27210 16378 0.3333333333333333
10104 20742 0.3333333333333333
3929 28872 0.3333333333333333
38501 57083 0.25
9037 47419 0.5
11097 56301 0.5
4463 47684 0.25
3207 31192 0.2
19101 58726 0.5
9269 23585 0.5
9959 38685 0.2
5323 18757 0.25
28073 11937 0.3333333333333333
44537 19756 0.2
14655 4805 0.5
56288 27238 0.14285714285714285
2960 30291 1.0
655 14767 0.3333333333333333
38353 58762 0.25
1063 20958 0.5
26287 2831 0.5
8419 47990 0.5
947 38501 0.3333333333333333
2108 20884 0.5
14066 35763 0.5
34002 37228 1.0
17462 30774 1.0
31957 15277 1.0
6787 31671 1.0
29815 8134 0.3333333333333333
52722 12866 0.5
41638 14457 0.5
11804 57908 0.2
56251 13641 1.0
45678 32199 1.0
46513 37195 0.3333333333333333
13851 29405 0.2
52052 32070 0.5
10788 47775 0.3333333333333333
59212 56120 0.25
37418 55828 0.3333333333333333
8258 59009 1.0
3364 3211 0.3333333333333333
37895 20972 0.25
40691 6320 0.5
52554 36835 0.5
57584 13024 0.25
9866 37657 0.5
6015 50937 1.0
38295 11135 0.3333333333333333
20839 21157 0.25
23942 15356 1.0
2368 13055 0.16666666666666666
20436 40904 0.5
31363 43018 0.5
54587 12262 1.0
36736 38936 0.5
9348 26225 0.3333333333333333
8127 52022 0.3333333333333333
32805 9301 1.0
49676 35906 0.5
42619 40541 0.3333333333333333
47829 1473 0.3333333333333333
9381 22710 0.25
25673 47667 0.5
20301 21108 1.0
50737 48409 1.0
23753 16162 0.3333333333333333
16816 11712 0.3333333333333333
11474 17041 0.5
42934 55503 0.5
21014 19891 0.5
58337 6995 1.0
26351 45010 0.25
50771 19920 0.3333333333333333
55531 193 0.25
33186 29237 0.3333333333333333
49621 22583 1.0
14729 52526 1.0
20697 31112 1.0
11492 42139 0.3333333333333333
5131 51048 0.5
2280 6168 1.0
38048 23153 0.5
3615 44328 1.0
1923 9171 0.3333333333333333
57307 18647 1.0
10671 23600 1.0
13294 25892 0.5
46111 25808 0.5
26004 53175 0.5
55065 36198 1.0
58211 50821 0.5
11643 41871 0.5
40946 35210 1.0
33517 35628 0.25
10411 14088 0.5
11603 3291 0.5
42292 33283 0.25
25965 9340 0.5
48677 19361 0.3333333333333333
14516 50893 0.5
30617 27631 1.0
12567 59095 0.5
8935 12198 0.5
50660 28102 0.5
42037 46727 0.5
27337 18386 0.25
17149 8842 1.0
45725 19647 0.5
38377 24079 0.3333333333333333
55481 48562 0.5
54601 9217 0.3333333333333333
31167 19649 0.3333333333333333
54712 35452 0.5
55865 54919 0.3333333333333333
30846 42641 1.0
35544 31006 0.25
22144 48922 0.3333333333333333
37223 45595 0.5
18155 58765 0.25
14634 59718 0.25
35174 44471 0.5
59126 56008 0.5
22545 32116 0.5
42372 2953 0.3333333333333333
1530 35856 0.2
54822 20019 0.5
28833 5161 0.3333333333333333
20739 30857 0.3333333333333333
2627 10708 1.0
25381 16690 1.0
56620 19757 0.5
54270 48560 0.5
4282 15153 0.25
59343 32503 0.3333333333333333
29636 39150 1.0
44675 16987 0.3333333333333333
5329 2813 0.25
21496 22721 0.5
46302 14091 0.5
40571 21585 0.25
10544 59506 0.5
32729 46579 0.5
1586 39982 0.3333333333333333
9214 7525 0.25
54416 44437 0.5
12730 57883 1.0
7204 41838 0.5
15024 17760 0.2
52886 14983 0.2
41742 21175 0.5
6417 50216 0.5
16782 16329 0.3333333333333333
38442 7221 0.3333333333333333
32723 28496 0.16666666666666666
56325 51754 0.25
44105 46920 0.5
35261 30881 1.0
44218 58809 0.3333333333333333
29385 5080 1.0
42994 47606 1.0
28337 8624 0.5
53348 3920 0.3333333333333333
41032 36051 1.0
23904 28987 0.5
23817 5807 0.3333333333333333
36204 1217 0.2
41493 52334 0.3333333333333333
37218 14815 0.25
24330 51643 1.0
39057 7963 0.25
52022 44841 0.3333333333333333
54558 44047 0.5
39712 55553 0.25
52595 51632 0.5
16520 56743 0.3333333333333333
1276 9203 0.5
57732 38031 0.25
13079 27618 1.0
42929 53810 1.0
41922 38259 1.0
36529 8461 1.0
44826 4886 0.5
24062 35170 0.5
46765 50293 0.5
7990 6080 1.0
35490 43909 0.5
2026 54426 0.5
39421 53249 1.0
30306 55079 0.2
41928 41466 0.5
28104 7140 1.0
56589 33817 1.0
6380 9638 1.0
24618 8424 0.5
52094 18017 0.5
23165 57934 0.3333333333333333
37375 46599 0.25
35249 34150 1.0
6016 27680 0.5
53241 4796 1.0
3053 31911 0.2
29189 57621 1.0
24128 49173 0.5
23044 34874 0.2
48714 40134 0.3333333333333333
31443 45527 0.3333333333333333
42212 20870 0.5
8689 19454 0.3333333333333333
12151 59281 0.25
43979 30091 1.0
55021 9534 0.5
3002 35902 0.3333333333333333
19103 3161 0.3333333333333333
6975 11887 0.16666666666666666
58691 40071 0.5
29167 14203 0.5
18159 49282 1.0
39952 39158 1.0
5193 8708 0.5
28308 55878 0.5
51408 38688 0.5
42682 42759 0.2
54026 49636 0.5
37285 7928 1.0
45855 24980 0.5
1119 52267 1.0
18246 20734 1.0
50362 32687 0.5
13856 31844 1.0
39636 19822 1.0
56773 36041 0.3333333333333333
38704 1304 0.3333333333333333
25013 29446 0.3333333333333333
46015 30197 0.3333333333333333
37334 32934 0.5
53937 59961 0.3333333333333333
30066 3214 0.25
2499 57118 0.5
18880 37375 0.5
16325 22274 0.3333333333333333
27771 16211 1.0
4415 24402 0.3333333333333333
6610 46122 0.5
4876 49760 1.0
49655 4040 0.16666666666666666
12141 10368 0.5
45266 58869 0.5
27811 35362 1.0
37456 49080 1.0
1156 4510 1.0
1389 15087 0.2
52556 5426 0.2
11718 37112 0.25
48012 59590 0.5
8736 30496 0.25
40070 14065 1.0
3378 54471 0.25
35891 5363 1.0
39169 9147 0.5
15726 107 0.25
34284 41292 0.5
17117 5463 0.5
34384 10925 0.3333333333333333
8061 22589 0.5
41006 41885 1.0
45406 4431 0.3333333333333333
10850 21631 0.5
39541 5098 0.3333333333333333
45362 14660 0.5
25608 42077 0.5
24894 21667 0.3333333333333333
27533 35304 0.5
25372 59642 1.0
1351 29046 0.5
33968 30486 0.3333333333333333
13519 52905 0.5
491 30339 1.0
17786 26933 1.0
3780 26977 0.5
47456 12071 1.0
26887 30628 0.3333333333333333
24759 5225 0.3333333333333333
8577 12565 1.0
29668 16735 0.3333333333333333
13589 37181 1.0
59581 46756 0.5
53324 46428 0.5
53206 42496 0.3333333333333333
42949 9243 0.5
18883 20560 0.3333333333333333
51129 31282 0.3333333333333333
57510 19171 0.2
31403 46174 0.5
44869 43108 0.3333333333333333
30577 43074 1.0
8506 14670 0.2
17396 32200 1.0
52646 50142 1.0
6664 710 0.5
51858 53358 0.25
18528 12557 0.25
26843 29375 0.3333333333333333
39060 1834 0.3333333333333333
49406 13057 0.25
56940 11543 1.0
7332 21290 0.5
23922 15104 0.25
44077 18317 0.3333333333333333
19452 38419 0.3333333333333333
6096 58462 0.5
12888 15937 0.5
48554 47832 0.5
12727 10404 0.3333333333333333
31662 9591 0.25
43109 2827 1.0
22538 13905 0.25
3988 6227 0.5
23673 12594 0.5
17172 48730 0.5
15637 12921 0.3333333333333333
45319 43079 0.2
9668 17907 0.2
45425 38176 0.5
25955 28928 0.5
52294 1798 1.0
48179 26750 0.5
32119 10859 0.5
54197 30353 1.0
37585 12808 0.5
33981 19215 1.0
40444 52927 0.3333333333333333
41217 15536 0.25
12858 4040 0.16666666666666666
39336 3555 0.5
36237 35129 0.25
48350 26491 0.3333333333333333
5346 58984 0.3333333333333333
51246 14770 0.25
30483 29677 0.5
47351 36402 1.0
55765 15539 0.3333333333333333
49332 11254 0.5
42012 5200 0.25
29339 39555 0.5
47427 56558 0.25
20328 29600 0.3333333333333333
55773 56683 1.0
32639 47814 0.25
52315 39903 0.25
26971 26350 1.0
38390 55585 1.0
17506 3900 0.5
26047 24103 1.0
17503 57763 1.0
53694 3731 0.16666666666666666
44545 50317 1.0
47846 3739 1.0
54150 23397 0.5
5137 16666 1.0
19807 34495 0.5
11759 49713 0.3333333333333333
56235 41265 0.25
47442 56592 0.5
3049 18032 0.25
48981 7217 1.0
28451 11420 0.3333333333333333
4392 13682 1.0
3132 38156 1.0
35710 14616 0.5
16463 42207 1.0
45531 19371 0.3333333333333333
5045 12952 0.25
8041 7600 1.0
17034 51520 1.0
19075 16870 1.0
53537 41860 0.25
26680 1642 0.5
54985 38548 1.0
17264 6798 0.5
28695 47434 0.25
28087 39312 0.5
6898 39816 0.5
40370 2793 0.5
11763 43724 0.5
25012 22416 1.0
5859 33431 0.3333333333333333
40885 34932 0.25
5944 45315 0.3333333333333333
36738 11435 0.5
28716 10196 0.5
26524 53231 0.5
1260 48903 0.5
23852 8654 0.5
27828 33896 0.3333333333333333
14117 58679 1.0
44651 10757 0.2
38300 53415 0.3333333333333333
44489 7451 0.5
39428 27738 0.3333333333333333
48498 59174 0.3333333333333333
39037 1301 0.25
16010 51985 0.3333333333333333
31244 21824 0.5
21282 24748 0.25
58230 42045 1.0
12393 36295 0.5
50970 20538 1.0
33015 26404 0.5
41815 54640 0.5
14037 38221 0.5
36983 56110 1.0
46990 25035 0.5
10507 44423 0.3333333333333333
52419 18318 0.5
39682 54636 1.0
16810 15782 0.3333333333333333
55263 28134 0.3333333333333333
29857 47911 1.0
25299 11507 0.25
14513 31501 1.0
21917 3920 0.3333333333333333
346 46518 1.0
51990 7154 0.25
19328 5379 1.0
54766 1384 0.3333333333333333
11414 3881 0.3333333333333333
59098 17900 0.5
25873 55138 0.5
56107 3735 0.5
47794 9852 1.0
44648 56266 0.3333333333333333
22097 23945 1.0
33867 11115 0.5
22333 52832 0.3333333333333333
47396 14626 0.2
43109 17289 0.25
58752 56086 0.25
12061 29823 0.25
13959 56235 0.25
43961 39168 0.5
54910 49722 1.0
39797 40117 0.3333333333333333
37534 4635 0.3333333333333333
22582 13232 0.2
53227 42644 0.3333333333333333
29368 42746 0.5
57434 13784 1.0
16992 6033 1.0
7078 18681 0.5
36812 30940 0.25
39686 10661 0.5
30802 18259 0.5
13527 4771 1.0
48006 26531 0.25
39206 37357 1.0
8197 4521 1.0
48159 15079 0.5
16118 31444 0.5
5487 27248 0.3333333333333333
29043 26548 1.0
57089 22108 0.5
