60000 150000
51566 17662 0.2
3303 253 0.3333333333333333
5657 415 0.5
37180 33957 0.5
15252 17224 0.25
41729 13829 0.16666666666666666
17366 37688 0.14285714285714285
20508 57 0.25
7440 35664 1.0
27073 52400 0.25
3752 57755 0.3333333333333333
59822 17290 0.14285714285714285
30834 12198 0.5
22794 21027 0.3333333333333333
26478 40219 0.25
57690 32253 0.2
35252 59021 0.125
47807 22209 0.14285714285714285
30668 27166 0.2
3515 18115 0.3333333333333333
45954 53433 0.3333333333333333
37807 42862 0.3333333333333333
30859 13812 0.5
4848 7045 0.25
44518 26085 0.16666666666666666
58491 21591 0.5
9768 43053 0.3333333333333333
25483 13413 0.16666666666666666
42726 55406 0.3333333333333333
56974 1587 0.14285714285714285
38278 23049 0.25
51157 18348 0.3333333333333333
32580 15864 0.3333333333333333
44775 25985 0.16666666666666666
2940 31872 0.3333333333333333
51597 15688 1.0
16599 59546 0.25
42408 51564 0.25
41504 31539 0.3333333333333333
11804 55730 0.5
57527 36439 0.25
11117 5470 0.5
15409 15479 0.25
6745 47158 0.25
29942 5776 0.25
42197 52240 0.2
18126 47418 0.3333333333333333
25131 4398 0.25
35047 32726 0.3333333333333333
57254 37534 0.16666666666666666
23413 42754 0.5
38935 31483 0.5
20959 20259 0.125
56551 21242 0.25
59074 15992 0.5
3391 33966 0.25
18092 50887 0.2
35493 7242 0.3333333333333333
53955 19973 0.3333333333333333
27548 23214 0.25
17943 58541 0.5
39698 14217 0.125
34578 38146 0.3333333333333333
4822 48663 0.3333333333333333
46479 58899 0.3333333333333333
26293 27904 0.16666666666666666
25286 27296 0.2
4025 47392 0.3333333333333333
48576 59046 0.3333333333333333
43438 5347 0.25
11440 30262 0.5
35518 33630 0.25
21818 324 0.5
15514 47168 0.25
19193 42577 0.25
3310 36744 0.5
5119 26309 0.3333333333333333
13849 47382 0.3333333333333333
25741 2997 0.3333333333333333
51651 23784 0.3333333333333333
49269 25795 0.5
31267 57313 0.25
37067 38680 0.14285714285714285
11777 52288 1.0
42556 51857 0.16666666666666666
7045 59555 0.3333333333333333
22027 18753 0.3333333333333333
42910 32490 0.5
24671 48343 0.5
57524 38005 1.0
4526 51632 0.5
57585 33786 0.2
40409 7694 0.16666666666666666
3833 19448 0.16666666666666666
21778 39307 0.3333333333333333
34433 14951 0.3333333333333333
18539 51318 0.5
26792 13257 1.0
9363 41158 0.5
28981 12302 0.125
35030 3148 0.2
5997 59522 0.25
10063 51202 0.25
55829 7408 0.25
27418 9830 0.5
42511 36788 0.2
49806 24738 0.25
43571 17691 0.5
22949 49482 0.5
4188 26993 0.25
8724 18961 0.14285714285714285
2870 42995 0.25
32668 10540 0.25
54688 13279 0.16666666666666666
49796 38290 0.25
29040 24510 0.5
59287 41696 0.3333333333333333
1881 31826 0.3333333333333333
41078 4121 1.0
14178 30018 0.3333333333333333
29705 45546 0.3333333333333333
33340 11766 0.14285714285714285
25518 1716 1.0
47464 18091 1.0
24755 11858 0.25
14009 41618 0.5
55653 43542 0.16666666666666666
35816 59494 0.2
23454 34612 0.5
53931 6003 0.5
55994 54647 0.25
14724 23766 0.3333333333333333
14137 33488 0.3333333333333333
5795 38662 0.25
45095 48033 0.3333333333333333
33741 26957 0.25
51394 4248 0.5
51004 4069 0.2
16303 2861 0.1111111111111111
5832 4694 0.2
23857 7550 0.3333333333333333
42595 37410 0.25
57804 9271 0.14285714285714285
35336 18031 0.2
56457 51475 0.25
17713 5426 1.0
45875 13636 0.2
59610 31353 0.25
45479 37645 0.2
33181 45625 0.3333333333333333
53229 31159 1.0
38966 36157 0.5
32443 47502 0.5
36165 28250 0.3333333333333333
18576 27753 0.3333333333333333
37572 6013 0.5
17520 31450 1.0
32835 52126 0.5
40973 33044 0.25
42505 43894 1.0
20265 32580 0.3333333333333333
49679 56062 0.16666666666666666
58813 36236 0.5
21377 27183 0.5
23038 41211 0.3333333333333333
54307 56864 0.5
34705 41915 0.14285714285714285
25578 58807 0.25
46926 13437 0.16666666666666666
6946 30017 0.5
48992 53816 0.5
58108 33868 0.25
11693 42767 0.3333333333333333
27030 33033 0.2
54954 43723 0.25
32062 21341 0.5
43222 28268 0.3333333333333333
19725 273 0.5
2965 18427 0.5
5938 57122 0.25
50308 20454 0.5
35943 47861 0.2
9416 27448 0.3333333333333333
56282 12541 0.3333333333333333
28860 20458 0.5
28968 54140 0.5
28548 54923 0.5
53906 15745 1.0
24524 1926 0.3333333333333333
33414 4741 1.0
16011 37775 0.25
5218 7116 0.25
20773 53744 0.125
22550 7745 0.16666666666666666
37833 52083 0.2
52806 3746 0.5
9904 54818 0.2
39179 15099 0.25
4363 13381 0.25
38218 1274 0.25
43384 22616 0.5
27463 25601 0.2
1443 28881 0.2
51252 24288 0.2
22909 49694 0.3333333333333333
15149 40796 1.0
15936 37149 0.2
31364 56391 0.3333333333333333
53955 145 0.2
40540 50122 0.3333333333333333
48801 6519 0.3333333333333333
48196 9597 0.5
46233 32287 0.3333333333333333
33414 33249 0.2
47637 18031 0.2
49495 58739 0.2
45 49684 0.3333333333333333
230 15066 0.3333333333333333
31521 34923 0.14285714285714285
35725 4789 0.16666666666666666
59364 55709 0.3333333333333333
8671 21020 0.25
18303 11632 0.3333333333333333
31882 47678 0.5
18535 31634 0.3333333333333333
9826 35723 0.25
8586 30968 0.2
158 27681 0.25
31905 11252 0.3333333333333333
57890 35185 0.3333333333333333
29908 31059 0.25
31610 35044 0.25
3308 24409 0.25
7169 14489 0.2
24835 57860 0.25
21828 51063 0.2
59288 38847 0.3333333333333333
18158 43650 0.25
31938 58668 0.2
34574 37835 0.25
31293 46971 0.16666666666666666
53002 13659 0.3333333333333333
29340 5812 0.3333333333333333
33064 44484 0.25
59283 52128 0.25
14020 50005 0.5
24831 36764 0.3333333333333333
42549 26656 0.3333333333333333
17288 37959 0.2
10222 47442 1.0
9083 51557 0.2
29875 53793 0.5
33802 55996 0.3333333333333333
52186 33273 0.25
36275 7567 0.5
42871 46501 1.0
17505 8872 0.3333333333333333
29829 45101 0.5
50740 22830 0.25
7241 57150 0.3333333333333333
57034 12211 0.3333333333333333
13406 48719 0.25
20525 45545 0.25
3349 6694 0.2
36151 33501 0.25
40816 31782 0.2
49780 8826 0.3333333333333333
48091 958 0.25
41858 13467 0.3333333333333333
28979 28981 0.2
54659 3197 0.25
4010 7028 0.5
2775 14949 0.16666666666666666
51257 7888 0.5
27302 30336 0.5
49284 14809 0.3333333333333333
14913 2107 0.3333333333333333
5642 9420 0.3333333333333333
330 16627 0.25
42678 39313 0.25
8388 2695 0.2
18715 49804 0.09090909090909091
8102 46227 0.5
1489 42573 0.5
29030 40774 0.5
54074 34978 0.16666666666666666
40995 43313 0.3333333333333333
51635 41030 1.0
15085 2427 0.3333333333333333
36205 47532 0.3333333333333333
46448 46100 0.25
1435 25707 0.5
57427 23593 0.5
21953 29417 0.16666666666666666
34904 31865 0.25
57309 4040 0.3333333333333333
3447 42807 0.3333333333333333
42647 15181 0.25
51686 56 1.0
29600 7731 0.5
8614 541 0.2
50285 24294 0.3333333333333333
57092 11719 0.3333333333333333
53293 10118 0.3333333333333333
30383 14123 0.1111111111111111
1547 22968 0.3333333333333333
55772 32778 0.3333333333333333
43874 25012 0.2
3507 31741 0.3333333333333333
19096 11790 0.5
573 40788 0.2
785 7343 0.5
3993 8705 0.3333333333333333
59777 9861 0.3333333333333333
3087 7802 0.3333333333333333
51905 38592 0.2
54790 26024 0.3333333333333333
12969 44111 0.3333333333333333
52107 47496 0.5
7019 51113 0.125
39006 5718 0.5
39984 38067 0.5
53053 35821 1.0
45622 8928 0.2
18944 35230 0.3333333333333333
75 31489 0.3333333333333333
1383 32474 0.25
38635 48192 0.5
7754 30844 0.2
26577 52829 0.2
38333 19205 0.2
16039 4036 0.25
30806 15715 0.14285714285714285
46098 12863 0.125
11045 218 0.125
39878 17233 0.25
49471 59733 0.25
16720 57123 1.0
31146 45726 0.3333333333333333
12154 53500 0.5
2160 35187 0.3333333333333333
50656 39040 0.3333333333333333
1402 20699 0.5
41915 40498 0.3333333333333333
14692 51997 0.3333333333333333
21026 34973 0.25
4697 856 0.25
3222 25104 0.2
28071 48633 0.125
56864 28198 0.2
19543 9223 0.25
26519 47901 0.2
42983 44558 0.5
51402 32154 0.2
24917 6829 0.5
7474 17519 1.0
51826 54085 0.5
16445 26141 0.5
32187 14146 0.25
18313 37368 1.0
42386 45564 0.3333333333333333
51033 12524 0.5
51481 42058 0.2
38117 42662 0.25
6237 56312 0.3333333333333333
27089 59204 1.0
22408 8872 0.3333333333333333
48455 47099 0.2
27948 16928 0.25
12771 27105 0.5
33132 32075 0.3333333333333333
11633 24259 0.2
53258 6242 0.25
30487 32461 0.5
22132 49676 0.25
51194 23258 0.3333333333333333
50088 35561 1.0
18781 25944 1.0
24767 19686 0.3333333333333333
57012 15615 0.5
51905 33412 0.16666666666666666
10404 53952 0.5
14137 31401 0.5
12383 8486 1.0
46791 51335 0.5
10197 57529 0.2
16546 20114 0.5
4790 10231 0.25
34978 23328 0.5
16428 17586 0.5
12965 28283 0.3333333333333333
12235 54508 0.5
27322 43797 0.14285714285714285
57388 40273 0.25
40298 53988 0.25
10025 44569 0.16666666666666666
3258 40264 0.14285714285714285
12453 42723 0.2
1859 41800 0.25
58700 44658 0.16666666666666666
7048 28948 0.2
54340 51294 0.25
17286 30948 0.125
30764 14311 0.2
35779 23212 0.5
22165 41973 0.3333333333333333
10632 31668 0.2
26399 18087 0.3333333333333333
10604 8739 0.25
30177 35262 0.3333333333333333
7567 50867 1.0
6754 49952 0.25
6449 48518 0.16666666666666666
2208 44745 0.3333333333333333
56250 7394 0.5
45366 33226 0.2
34116 51865 0.2
29805 46649 0.2
43146 45761 0.5
50377 54497 0.3333333333333333
15376 22714 0.25
59572 14472 0.3333333333333333
2292 19633 0.25
7104 5968 0.25
9051 38117 0.16666666666666666
3072 29085 0.16666666666666666
2856 703 0.16666666666666666
18109 1390 1.0
8924 5201 0.5
1484 3191 0.2
53791 38519 1.0
54237 1070 0.16666666666666666
50200 25344 0.3333333333333333
38525 22691 1.0
19253 24347 0.25
16936 48577 0.2
52125 58271 0.5
46976 5856 1.0
4850 10034 0.2
11078 5819 0.3333333333333333
40862 54148 0.3333333333333333
33580 19120 0.14285714285714285
42131 52597 0.3333333333333333
46647 17625 0.3333333333333333
8443 9133 0.3333333333333333
29551 58646 0.3333333333333333
46701 2026 0.5
5990 12384 0.25
20711 3643 0.2
52809 58364 0.5
9327 5143 0.5
40649 344 0.5
33891 27638 0.25
735 19241 0.5
59453 55771 0.5
8218 16525 0.25
16715 58618 0.5
50161 35549 1.0
48226 49052 0.25
51045 34970 0.2
50208 33576 0.2
41776 35674 0.2
31971 25520 0.25
46909 56817 0.25
31278 57537 1.0
46832 36558 0.2
31275 13092 0.3333333333333333
17110 50601 0.2
635 9022 0.5
13520 17758 0.5
19028 51491 0.3333333333333333
39623 10555 0.3333333333333333
47135 24666 1.0
8132 19840 1.0
16992 12852 0.3333333333333333
4895 4049 0.5
29000 46889 0.25
13145 56843 0.2
26222 27297 0.25
23070 36114 0.3333333333333333
53354 39632 0.3333333333333333
18962 21501 0.3333333333333333
32735 45381 0.3333333333333333
3963 3539 0.2
9625 5274 0.5
14487 39740 0.25
58696 55110 0.5
15165 47655 0.2
12607 6070 1.0
868 33448 0.16666666666666666
56969 12304 0.3333333333333333
45251 7984 0.25
24917 53286 0.5
32777 18279 0.14285714285714285
44974 32587 0.3333333333333333
59612 10618 0.25
38890 24561 0.3333333333333333
17806 5328 0.5
1199 50635 0.2
13799 3079 0.3333333333333333
55294 30778 0.3333333333333333
30692 3782 0.3333333333333333
13975 17178 0.2
46856 11677 0.16666666666666666
57747 8951 0.5
6666 42590 0.2
35343 37141 0.3333333333333333
10976 14145 0.25
27017 11769 0.25
17372 40217 0.25
15837 6138 0.3333333333333333
21075 59131 0.3333333333333333
36084 32586 0.2
46480 51441 0.3333333333333333
3190 11944 1.0
59025 20359 0.3333333333333333
37209 58266 0.2
13860 17660 0.25
6607 44966 0.3333333333333333
35166 478 0.3333333333333333
41301 41352 0.2
45964 59765 0.16666666666666666
36794 19588 0.5
48062 5112 0.5
45556 13169 0.16666666666666666
2073 28406 0.5
29675 38934 0.2
16875 57132 0.25
52756 49810 1.0
3043 33424 0.2
45280 52333 0.16666666666666666
26912 12574 0.5
23858 18954 0.5
43771 29994 0.2
41202 3482 0.5
27096 15512 0.3333333333333333
27549 33555 0.25
54193 528 0.25
31761 34424 0.3333333333333333
21265 45979 0.5
42060 42091 0.5
35943 52961 0.3333333333333333
3821 5111 0.14285714285714285
7747 30471 0.5
52913 48751 0.5
59942 36396 0.16666666666666666
48083 43653 0.25
44558 11646 0.5
15969 8321 0.16666666666666666
59715 11297 0.3333333333333333
8739 6756 0.5
51180 52542 0.16666666666666666
20184 51698 1.0
799 44675 0.25
59727 39539 0.2
40306 31900 0.2
26047 37912 0.16666666666666666
37291 21068 0.25
4489 41797 0.3333333333333333
40121 9698 1.0
24095 14300 0.25
14064 2835 0.3333333333333333
18170 39860 0.25
48039 8465 0.3333333333333333
35539 53127 0.5
28728 11087 0.5
55699 15916 0.25
59547 20532 0.2
25310 19041 0.25
40432 19022 0.5
21159 4227 0.125
2314 3174 1.0
23647 12501 0.3333333333333333
43258 21264 0.3333333333333333
37443 56445 0.5
20436 38895 0.5
50831 58222 0.25
29602 51296 1.0
2447 56266 0.2
37650 8380 0.3333333333333333
20920 23019 0.3333333333333333
3819 28476 0.3333333333333333
45324 25319 0.25
14650 21646 0.3333333333333333
51176 49982 0.3333333333333333
27276 49794 0.2
14169 11526 0.25
17000 7771 0.25
29032 48119 1.0
36676 56011 0.14285714285714285
57114 7071 0.5
34940 29142 0.25
12962 20776 0.5
58596 19822 0.25
36256 28084 1.0
50115 4297 0.3333333333333333
29552 47 0.5
26098 1297 0.5
43447 1445 0.2
57079 9744 0.16666666666666666
48994 24986 0.2
20975 34313 0.25
35780 15461 0.3333333333333333
34363 57635 0.3333333333333333
10739 25153 0.3333333333333333
54181 56986 0.16666666666666666
45738 31232 0.14285714285714285
867 41939 0.3333333333333333
46651 34682 0.25
21499 40086 0.3333333333333333
1896 37553 0.3333333333333333
12792 24889 0.5
298 34281 0.5
59239 19803 0.14285714285714285
50669 53319 0.3333333333333333
50777 33835 0.25
40214 19573 0.5
31957 28055 0.25
42472 29783 0.25
40348 42454 0.5
13831 9050 0.3333333333333333
36822 54801 0.3333333333333333
38466 13965 0.25
57504 51002 0.5
28188 20346 0.3333333333333333
45484 30472 0.25
20593 47572 0.25
36905 13872 0.5
31428 32084 0.3333333333333333
31760 46633 0.2
5919 7178 0.3333333333333333
23606 56714 0.14285714285714285
36345 4943 0.25
44585 44506 0.3333333333333333
34066 643 0.5
17246 19008 0.3333333333333333
43198 51590 0.5
43261 2729 0.5
19037 48059 0.5
58825 6281 0.3333333333333333
47248 43477 0.25
39418 38046 0.25
30929 866 0.25
4378 7666 0.25
17675 37122 0.3333333333333333
4823 52083 0.2
48400 557 0.3333333333333333
24832 11337 0.5
54305 3699 0.2
38579 22210 0.25
26370 20835 0.5
52702 41553 0.5
52085 30550 0.3333333333333333
32629 53166 0.2
5020 44886 0.25
129 4685 0.3333333333333333
35789 4833 0.3333333333333333
6694 40625 0.25
54341 8598 0.16666666666666666
12274 39959 1.0
49854 57500 0.25
47117 1026 0.5
31266 4141 0.3333333333333333
19645 4056 0.5
39918 34922 1.0
30469 43528 0.5
23738 29607 0.25
17427 32155 0.16666666666666666
42131 31604 0.2
18330 32039 0.14285714285714285
8559 59693 0.5
26136 24909 0.3333333333333333
12182 51711 0.25
53564 53864 0.2
4890 59819 0.5
45178 49720 0.2
13751 17059 0.3333333333333333
2294 27009 0.3333333333333333
6408 9005 0.2
57442 735 0.5
20234 254 1.0
38269 20388 0.3333333333333333
17718 25623 1.0
59104 1696 0.2
47872 50254 1.0
10588 4687 0.3333333333333333
31511 33681 0.3333333333333333
37797 55807 0.25
13491 51180 0.16666666666666666
8222 44896 0.3333333333333333
13435 12155 0.3333333333333333
9719 50789 0.2
44037 58448 0.16666666666666666
32829 28642 0.3333333333333333
42699 54734 0.3333333333333333
9776 33950 0.14285714285714285
33961 48372 0.14285714285714285
25383 960 0.5
26457 36038 0.25
37208 58242 0.25
45270 45736 0.3333333333333333
19122 58988 0.2
56134 43728 0.3333333333333333
28606 49085 0.25
13314 31337 0.5
8562 47464 0.16666666666666666
17922 17417 0.5
32134 48928 0.5
18158 14876 0.3333333333333333
40642 31938 0.2
24122 36969 0.3333333333333333
1577 17884 0.2
16887 50203 0.2
24327 19850 0.5
31512 786 0.2
52111 56281 0.5
14421 37054 0.5
44152 31548 0.2
2467 36912 0.125
5836 3328 0.5
22712 30938 0.3333333333333333
34806 14964 0.5
24139 19641 0.3333333333333333
19614 43238 0.3333333333333333
37216 35179 0.3333333333333333
41810 12635 0.2
51413 35649 0.3333333333333333
34924 42607 0.5
43574 13583 0.3333333333333333
8229 51082 0.3333333333333333
46787 26940 0.3333333333333333
24913 1222 0.3333333333333333
58238 51940 0.5
49468 18305 1.0
54783 28409 0.5
39643 30139 0.25
29208 46120 1.0
11537 48016 0.5
8253 26520 0.2
45310 23048 0.25
19786 39192 0.25
53057 18750 0.2
49757 14772 0.25
51548 42243 0.25
41555 57588 0.5
47584 41319 1.0
14827 14395 0.3333333333333333
52196 16411 0.3333333333333333
22088 38615 0.25
2429 8170 0.3333333333333333
48679 16540 0.3333333333333333
50860 40003 0.3333333333333333
4685 30048 0.2
1429 34382 0.16666666666666666
17855 5432 0.5
48448 25866 1.0
21168 21425 0.16666666666666666
639 42400 0.5
4443 14404 0.5
24574 27648 0.3333333333333333
9086 15331 0.25
40022 6505 0.1
19377 13931 0.3333333333333333
9020 19892 0.3333333333333333
32771 37802 0.2
18494 19221 0.5
29343 8212 0.5
1381 46191 0.25
14683 30693 0.5
11317 22190 0.2
25018 55459 0.25
7354 28704 0.3333333333333333
33294 18610 1.0
25752 59259 0.25
51680 28126 0.25
44591 6412 0.2
31772 30310 0.5
15114 41132 0.25
40887 32183 0.5
2684 32699 0.3333333333333333
22872 41665 0.25
3883 9546 0.5
14553 49321 0.5
34074 21995 0.25
46343 47179 0.14285714285714285
12102 47052 0.5
33609 47005 0.5
43293 23800 1.0
13659 53417 0.16666666666666666
12368 37239 0.3333333333333333
41868 41649 0.5
20721 47508 0.2
56215 6721 0.14285714285714285
36460 13201 0.14285714285714285
26306 59958 0.25
30269 47898 0.16666666666666666
11187 36008 0.14285714285714285
9187 42153 0.3333333333333333
23833 11098 0.3333333333333333
10904 31060 0.5
51432 16318 0.25
44350 44708 0.5
22353 9060 0.5
52459 45036 0.2
22828 25422 0.25
59205 25286 0.3333333333333333
36566 40280 0.3333333333333333
15390 30806 0.25
29242 54674 0.5
29774 59164 0.2
42585 7681 0.2
11063 15705 0.25
13331 6193 0.3333333333333333
42758 41277 1.0
16313 19039 0.3333333333333333
30233 2990 0.3333333333333333
2113 40041 0.25
52270 24866 0.25
37566 44257 0.25
31787 46702 0.2
6826 47857 0.14285714285714285
58222 42365 0.25
45306 16131 0.25
25666 42952 0.3333333333333333
56512 41803 0.25
44495 22408 0.25
25649 26239 0.3333333333333333
30630 6607 0.25
20558 34000 0.2
9830 17429 0.125
56050 43730 0.16666666666666666
38901 3497 0.5
12818 11425 0.3333333333333333
25776 261 1.0
40958 10619 0.2
45869 16628 0.2
4370 18323 0.16666666666666666
15003 40041 0.25
17677 51971 0.125
13906 49280 0.1111111111111111
20835 9292 0.25
2184 37379 0.3333333333333333
4890 37144 0.3333333333333333
26101 51900 0.5
44186 48188 0.3333333333333333
49176 21249 0.25
40445 6969 0.5
34967 9066 0.3333333333333333
8771 5014 0.25
2366 3697 1.0
13588 8103 0.5
22931 2117 0.3333333333333333
46103 4815 0.3333333333333333
26455 53184 0.25
14382 32916 0.3333333333333333
17783 41525 1.0
40735 21549 0.16666666666666666
15273 17497 0.3333333333333333
1485 52230 0.25
52411 49364 0.25
39415 17747 0.14285714285714285
5939 51484 1.0
18242 48413 0.125
37146 53680 0.125
39125 29297 0.2
36675 40658 0.16666666666666666
43190 9978 0.5
43005 2225 0.125
6336 12676 0.5
47908 51186 0.14285714285714285
6683 19921 0.3333333333333333
42607 2409 0.25
5448 32716 0.3333333333333333
30301 30680 0.16666666666666666
1721 45223 0.3333333333333333
53110 46299 0.5
56110 56570 0.2
21769 31570 0.25
37345 11657 0.3333333333333333
20022 37127 0.14285714285714285
54986 11036 0.25
18827 14568 0.25
29731 31474 0.2
28438 11100 0.25
17667 31212 0.16666666666666666
3952 4574 0.25
12595 55992 0.1111111111111111
4812 6410 0.5
26505 33432 0.3333333333333333
14970 25805 0.3333333333333333
27117 22446 0.16666666666666666
31601 44736 0.2
754 28491 0.2
6846 12690 0.3333333333333333
41769 55315 0.3333333333333333
31271 59154 0.5
38423 35952 0.2
49083 57281 0.2
53486 42920 0.2
23515 15551 0.25
31750 10158 0.3333333333333333
13596 50104 0.3333333333333333
21398 26908 0.3333333333333333
55616 40390 1.0
1271 6426 0.3333333333333333
221 36863 0.16666666666666666
56741 10619 0.2
28915 36999 0.16666666666666666
55991 2649 0.3333333333333333
25554 19757 0.14285714285714285
26345 39607 1.0
54785 33925 0.2
50136 39048 0.3333333333333333
45954 28663 0.3333333333333333
46738 8743 0.3333333333333333
10801 18157 0.5
24445 43640 0.14285714285714285
10722 27255 0.5
18136 29128 0.3333333333333333
23037 22990 0.3333333333333333
24070 24274 0.25
3536 14953 0.3333333333333333
15842 54015 0.3333333333333333
35105 26282 0.5
39402 59828 0.2
25552 16537 0.16666666666666666
37130 9701 0.25
10948 88 0.2
13864 23036 0.5
31249 52154 0.25
25234 8156 1.0
14572 48069 0.2
11137 48895 0.2
47317 16761 0.3333333333333333
36489 59116 0.3333333333333333
50438 32020 0.25
16992 32328 0.3333333333333333
46598 32748 0.3333333333333333
53768 2976 0.3333333333333333
34980 3418 0.5
57754 55260 0.25
41995 41104 0.25
51138 16826 0.3333333333333333
39165 53650 0.5
55542 33131 0.3333333333333333
26534 12587 0.3333333333333333
56098 28724 0.2
38326 57589 0.2
9390 55274 1.0
31478 57465 0.16666666666666666
9354 54195 0.2
52676 22749 0.25
26886 18143 0.3333333333333333
39661 26253 0.5
59428 22327 0.14285714285714285
14717 25351 0.25
26021 20684 0.3333333333333333
56230 533 0.5
32082 23323 1.0
31697 51097 0.3333333333333333
44926 22120 0.3333333333333333
16991 6393 0.16666666666666666
4937 33523 0.25
39588 3517 0.5
51276 59281 0.25
3346 44483 0.16666666666666666
55018 46805 0.3333333333333333
34251 10937 0.14285714285714285
