60000 120000
48912 46497 0.5
32365 57915 0.3333333333333333
14874 14443 1.0
8063 7328 1.0
13085 3808 0.5
57949 22183 1.0
30168 35424 0.5
22176 19111 0.5
24316 17735 0.5
19800 28690 1.0
39425 44689 1.0
35669 19608 0.5
31950 36977 1.0
17227 23869 0.5
42809 4601 0.2
41210 48424 0.25
21442 12285 1.0
759 44416 1.0
30437 6176 0.3333333333333333
11056 45979 0.25
36663 11487 1.0
7384 18100 0.5
4380 50227 0.5
25759 57813 0.5
18702 49646 0.3333333333333333
2261 54587 0.5
5491 20192 0.2
48507 16551 0.5
15540 12632 1.0
49829 31699 0.5
30093 25580 0.3333333333333333
6116 23423 0.25
2920 44903 0.5
25711 5911 0.5
20682 34735 0.3333333333333333
6781 29916 0.5
18106 50389 1.0
45661 10722 0.3333333333333333
42346 43212 0.25
12947 57143 0.3333333333333333
5704 43469 0.2
24126 7279 0.25
56841 45039 1.0
13935 4257 0.3333333333333333
4252 28532 0.5
53612 21196 0.3333333333333333
49165 35683 0.14285714285714285
18149 40154 0.5
49576 12485 0.16666666666666666
26965 24205 0.2
38198 57149 0.25
39286 50188 0.3333333333333333
45231 14791 0.3333333333333333
17515 52630 0.25
48922 44003 0.3333333333333333
37831 38058 0.3333333333333333
21975 21469 0.3333333333333333
48955 7316 0.5
56503 59022 0.5
29460 15882 0.3333333333333333
57353 59923 0.25
29913 34251 0.3333333333333333
49689 29613 1.0
25900 31953 0.2
35064 32535 0.5
28259 30630 0.5
16862 48322 0.2
40838 17129 0.25
20205 16049 0.5
57530 40365 0.25
13532 49033 0.25
8581 2057 1.0
53364 4496 0.5
4829 21323 1.0
37327 22513 0.5
104 35696 0.3333333333333333
8330 11904 0.5
21466 59883 0.5
39103 7953 0.3333333333333333
1513 58953 0.5
23250 56552 0.25
56270 35653 0.25
25441 42508 0.5
36060 19912 1.0
7220 54701 0.3333333333333333
234 16547 0.25
51252 57245 1.0
22636 40132 0.3333333333333333
42752 54695 1.0
33370 13126 0.5
41300 48587 0.2
12913 49430 0.25
38417 58626 0.5
28484 3899 0.5
21586 45864 0.25
11242 27362 0.2
59263 24007 0.25
50419 32703 0.3333333333333333
24454 39418 0.5
14031 4595 0.5
10809 35460 1.0
59929 56445 0.5
58477 48581 1.0
30643 11913 0.3333333333333333
59134 5982 1.0
43711 27864 0.5
1909 20208 0.25
45924 32320 0.3333333333333333
17015 56111 0.3333333333333333
40354 19340 0.3333333333333333
44263 46167 0.3333333333333333
34840 40131 0.25
41724 55692 1.0
58283 51662 0.3333333333333333
35081 42625 0.25
46335 13815 0.25
33196 54499 0.25
14757 57426 1.0
57153 58644 0.3333333333333333
41403 46146 0.5
12054 44814 0.2
36623 27837 0.25
58113 30480 0.3333333333333333
36135 42883 0.5
55354 13988 0.3333333333333333
7582 56121 0.3333333333333333
13117 9796 1.0
50762 37829 0.5
895 31013 0.3333333333333333
28194 1781 0.3333333333333333
44138 34063 0.14285714285714285
17107 37131 1.0
27850 59432 0.5
1307 496 0.2
59950 14133 0.5
13883 30079 0.5
52423 39502 1.0
41273 33574 0.25
24434 57311 0.5
3934 17430 1.0
35463 30193 0.3333333333333333
52238 8374 0.3333333333333333
27860 59566 0.2
14713 20112 0.3333333333333333
11185 42118 0.3333333333333333
36639 54985 0.3333333333333333
17705 52430 0.2
53773 52041 0.5
47452 17610 0.25
21319 48867 0.3333333333333333
4110 23646 1.0
15879 8011 0.3333333333333333
18410 22157 0.25
23025 31046 1.0
29438 29588 0.3333333333333333
12602 57084 0.5
33243 5690 0.3333333333333333
28648 26899 1.0
14542 5549 0.3333333333333333
8006 31598 0.5
5925 10535 0.3333333333333333
36863 41066 0.5
47592 55223 0.25
19716 32484 0.3333333333333333
56598 49860 0.5
39007 130 0.5
39295 20032 0.5
10266 43862 0.3333333333333333
4098 11457 0.14285714285714285
41863 40819 0.25
27296 16546 0.25
52960 11087 0.3333333333333333
56120 55758 1.0
51011 24888 0.2
29063 16841 0.3333333333333333
20468 6394 0.3333333333333333
45783 35773 0.5
9217 11624 0.3333333333333333
48548 4718 0.3333333333333333
49277 17193 0.5
55134 54348 0.25
39418 49497 0.2
25581 56382 0.25
10236 47995 0.16666666666666666
49146 15030 1.0
39028 9185 0.16666666666666666
56304 56110 1.0
43992 38740 0.3333333333333333
39399 8546 0.3333333333333333
38225 4894 1.0
44208 10274 0.3333333333333333
59730 15102 0.3333333333333333
8439 50332 0.25
25178 17615 0.3333333333333333
47714 33835 0.5
18568 17125 0.5
37753 344 0.3333333333333333
42933 5825 0.3333333333333333
39629 3220 0.5
15127 45124 0.25
335 37601 0.16666666666666666
53190 55972 0.3333333333333333
27879 37504 1.0
18657 39383 1.0
17887 36779 0.25
4920 40560 1.0
39007 25477 0.3333333333333333
56879 11457 0.14285714285714285
17859 34187 1.0
53142 15875 0.3333333333333333
4530 17447 0.5
47660 59745 0.5
16698 54032 1.0
9868 54751 0.25
56095 13861 0.5
47637 8095 0.3333333333333333
25806 17311 1.0
30683 44218 1.0
46119 38613 1.0
41653 10877 0.16666666666666666
13889 43560 1.0
58030 9927 0.5
23266 15190 1.0
46422 16469 0.2
53857 8026 0.5
43183 17568 0.25
55303 40355 0.5
28999 23909 0.25
56484 23978 0.2
45822 35808 0.5
53533 52374 0.5
918 15440 0.3333333333333333
50608 49255 0.5
52033 10863 0.16666666666666666
34099 40677 0.2
25094 58850 0.14285714285714285
40485 55340 0.25
10846 1579 0.5
36611 55768 0.5
9934 25390 1.0
39626 27877 0.5
28144 38248 0.2
7392 5751 0.5
44827 1430 0.3333333333333333
49310 54581 0.3333333333333333
33694 41043 0.3333333333333333
30828 56722 0.3333333333333333
20974 21721 0.14285714285714285
50404 50420 1.0
24024 59762 0.2
48171 11475 0.2
10342 11698 0.5
3184 36254 0.3333333333333333
34316 10526 0.5
42174 27094 1.0
20556 49819 0.2
52430 27784 0.5
17191 41279 0.3333333333333333
36453 35810 0.3333333333333333
24811 17747 0.25
28579 26976 0.2
33954 22415 0.3333333333333333
52775 49498 0.25
24363 57097 0.5
4915 59264 0.3333333333333333
33086 5278 0.3333333333333333
17492 6874 0.3333333333333333
19176 5871 0.3333333333333333
37269 25516 0.3333333333333333
56628 20180 0.14285714285714285
33187 32192 0.16666666666666666
29399 40202 1.0
35270 52281 0.5
47337 38554 0.5
19075 40954 0.5
15723 58870 0.3333333333333333
50114 2237 1.0
44242 27451 0.5
13344 4528 0.3333333333333333
207 30288 0.2
41089 8757 0.3333333333333333
36644 6539 0.5
32993 15845 0.14285714285714285
28840 50704 0.2
44498 28164 1.0
45266 50699 1.0
32750 54441 1.0
18553 26520 1.0
40490 12414 0.25
12264 29907 0.3333333333333333
14118 32238 0.5
25591 31523 0.3333333333333333
2335 14106 0.3333333333333333
35980 11091 0.25
47296 33790 0.5
394 56933 1.0
34723 53092 0.3333333333333333
5219 1436 0.2
7877 7842 0.25
24452 13216 0.25
58538 30990 0.25
1219 42196 0.3333333333333333
36867 38843 0.3333333333333333
12176 33432 0.25
14634 17118 0.5
30054 34877 0.25
23680 1403 0.2
43996 33839 0.2
41966 24942 0.25
59531 45087 0.5
32349 31627 0.25
12852 44458 0.3333333333333333
35442 48199 0.5
41596 46008 0.25
20311 3827 0.5
36999 58445 0.5
32120 35899 0.2
3522 9181 0.3333333333333333
58984 31358 0.5
8070 37735 0.3333333333333333
31389 44732 0.3333333333333333
44521 44272 0.3333333333333333
41537 56642 0.3333333333333333
22661 41846 0.25
47345 53650 1.0
33250 50059 0.3333333333333333
29541 34122 0.25
37483 53094 0.3333333333333333
1334 5951 0.5
57876 29775 0.25
52607 23091 0.25
9548 22153 0.25
15723 14405 0.5
34126 9654 0.3333333333333333
52936 9484 1.0
41309 21690 0.3333333333333333
12721 51099 0.3333333333333333
20092 47065 1.0
22037 17558 0.16666666666666666
52426 14909 0.25
767 1221 0.3333333333333333
42195 26903 0.3333333333333333
9399 38614 0.3333333333333333
43682 40140 0.5
47442 20994 0.2
8962 35876 0.5
22051 40296 0.3333333333333333
8884 26189 0.3333333333333333
126 8850 1.0
31621 39356 0.25
17375 19733 0.5
53133 16944 0.25
42074 46722 0.5
10132 42575 1.0
41634 54314 1.0
52231 12575 0.3333333333333333
18742 33262 0.2
46114 52965 0.2
21611 56752 0.5
55540 36001 0.3333333333333333
43131 17861 0.3333333333333333
13087 39550 0.5
51270 2530 0.2
47500 35437 0.5
28150 25785 0.25
8005 26190 1.0
53931 15759 0.25
19826 51403 0.25
13949 54323 0.5
28789 97 0.5
23470 21165 0.5
13159 11854 0.5
55434 14891 0.3333333333333333
42610 45934 0.5
20167 56561 1.0
59792 23297 1.0
38334 25314 0.25
51436 34877 0.25
15413 14983 0.5
35715 44711 0.3333333333333333
42277 16043 1.0
3941 28507 0.5
650 42775 1.0
10346 22732 0.25
42213 17234 0.25
43303 53357 0.3333333333333333
23348 4780 0.3333333333333333
27600 43943 1.0
54338 29269 0.3333333333333333
43944 19569 1.0
38317 20309 0.3333333333333333
47380 8981 0.5
15724 12933 1.0
29937 19711 0.5
28728 42447 1.0
14752 31107 1.0
38475 40219 0.5
23389 23743 0.2
56758 42772 0.2
25443 50969 0.5
17971 35299 0.5
446 29216 0.5
3604 54713 0.25
45844 11224 0.5
10271 38062 0.14285714285714285
7178 831 0.25
6474 48730 0.3333333333333333
59041 23914 0.25
11975 54483 0.5
53864 23603 0.5
30689 18689 0.25
24078 30782 0.3333333333333333
768 11764 0.3333333333333333
33724 47610 0.3333333333333333
10154 47339 0.5
17231 48847 0.5
42662 31678 0.5
36456 27909 0.3333333333333333
30619 14657 0.25
13796 317 0.3333333333333333
3422 42959 0.3333333333333333
17456 6702 0.25
50324 3217 0.16666666666666666
45719 49008 0.3333333333333333
10481 32209 0.2
40547 56760 1.0
34863 54543 1.0
1575 4692 0.25
17283 11348 0.2
16223 53932 0.5
11805 31465 0.5
57267 59558 0.25
46275 30592 0.3333333333333333
32864 18803 0.3333333333333333
21903 22689 0.2
16058 1804 0.3333333333333333
31361 47586 0.25
46176 52152 0.3333333333333333
6626 44673 0.5
3678 52213 0.3333333333333333
10413 33559 0.3333333333333333
11969 32792 0.3333333333333333
20646 37821 0.3333333333333333
33695 6446 1.0
12139 37327 0.25
55524 17825 0.25
36509 20815 0.3333333333333333
15547 28893 0.25
57866 34408 0.5
3054 15358 0.3333333333333333
53594 17492 1.0
13510 2955 1.0
29627 39965 0.3333333333333333
22999 46671 0.16666666666666666
38245 49127 0.3333333333333333
54061 54380 0.2
6672 11042 1.0
25768 24155 1.0
19550 13254 0.5
22812 47495 0.3333333333333333
17620 17051 0.5
54132 7920 1.0
59595 58279 0.16666666666666666
37523 54861 0.3333333333333333
47004 20943 0.25
56303 55100 0.3333333333333333
27670 45569 1.0
35569 49076 0.5
59247 30245 0.5
10030 32711 0.3333333333333333
21907 48473 0.3333333333333333
39547 17561 0.16666666666666666
9134 29998 0.3333333333333333
14717 18748 0.25
4272 38692 0.3333333333333333
45818 42337 1.0
59510 46635 0.3333333333333333
6644 29951 0.3333333333333333
23433 52187 0.3333333333333333
2579 35333 0.2
30162 23702 1.0
16499 46917 0.5
50615 8011 0.3333333333333333
23258 58028 0.5
30033 53160 0.3333333333333333
31838 3853 0.5
8258 36902 0.5
2487 47820 0.5
19468 12764 0.5
31962 30403 0.25
24579 21391 1.0
34832 3008 0.3333333333333333
33734 14603 0.3333333333333333
16586 11741 0.25
38954 48776 0.25
25123 38382 0.3333333333333333
25808 59726 0.3333333333333333
51896 19789 0.5
21859 41180 1.0
6181 48338 0.25
6034 24239 0.25
19929 51252 0.3333333333333333
25005 36263 0.5
59605 41831 1.0
40093 47230 0.25
22197 47241 0.25
25525 21899 0.5
36252 23841 0.25
45595 12604 0.25
21449 48349 1.0
40495 8126 0.3333333333333333
38541 16308 0.5
53417 15652 0.5
18679 50624 0.5
35147 19701 1.0
11702 39347 0.2
38530 42231 0.3333333333333333
9384 54598 0.16666666666666666
36026 23781 1.0
17563 23576 0.16666666666666666
18689 7417 0.3333333333333333
55430 15472 0.25
33578 27192 0.5
27932 28639 0.3333333333333333
5723 37518 0.25
2184 16865 0.5
8736 24259 0.5
53962 6622 0.25
57005 23278 0.2
10779 17495 0.25
43870 3351 0.3333333333333333
392 14727 0.25
41958 17771 0.5
17927 32203 0.3333333333333333
52789 14724 0.5
30812 10274 0.3333333333333333
43543 24299 1.0
1962 24755 0.25
37411 51144 0.5
32765 926 0.5
3669 44916 0.25
818 2698 0.5
59132 1716 0.3333333333333333
25534 9759 0.3333333333333333
47753 5098 1.0
40881 56891 0.3333333333333333
46244 34338 1.0
45438 54370 0.2
10298 58438 1.0
10281 25832 0.5
8901 53387 0.3333333333333333
34250 12754 0.5
14509 39868 0.25
51183 23807 0.3333333333333333
14994 13221 0.5
21013 9080 0.5
49506 51248 0.3333333333333333
21835 46414 1.0
40622 52435 0.3333333333333333
37031 8494 0.5
25543 24687 0.5
59902 1235 1.0
25023 11700 0.3333333333333333
48057 9462 1.0
9735 1011 1.0
32619 51165 0.3333333333333333
41033 59985 0.3333333333333333
48638 43865 1.0
46124 44597 0.5
7405 15233 0.3333333333333333
17808 40102 0.25
33701 20663 0.3333333333333333
16636 27000 0.3333333333333333
33095 45794 0.2
5568 41432 0.25
37114 3400 0.5
14795 28734 0.25
26314 55694 0.5
14448 35766 0.25
28051 39602 0.14285714285714285
43797 37506 0.25
25911 48360 0.3333333333333333
4675 49939 0.5
44173 21420 0.3333333333333333
18070 47114 0.2
34961 9717 1.0
54250 17891 0.14285714285714285
24306 31948 0.5
54942 54776 1.0
9713 49780 0.3333333333333333
14418 1405 0.5
35324 30216 0.1111111111111111
34880 19758 0.25
13523 39906 0.3333333333333333
56452 6187 0.3333333333333333
49869 13211 1.0
2764 31176 0.5
47627 43698 0.5
41452 17709 0.5
24879 32642 0.25
8591 26414 0.5
23291 51873 0.3333333333333333
20707 55902 0.25
39649 10414 0.5
34613 52961 0.25
45579 39040 0.5
33145 16595 0.5
8928 12643 0.3333333333333333
52207 12381 0.25
26477 23460 0.3333333333333333
41328 24291 1.0
2261 23909 0.25
24606 33076 0.25
40901 4958 0.3333333333333333
35889 23732 0.3333333333333333
42567 3539 0.3333333333333333
3343 36944 0.16666666666666666
40411 48057 0.3333333333333333
41825 11132 0.16666666666666666
56194 47323 0.2
17019 19421 0.5
52294 43665 0.25
20496 42255 0.3333333333333333
43141 39219 0.5
33218 3057 0.3333333333333333
35978 33778 0.25
39020 3810 0.5
5494 43462 0.3333333333333333
3385 1672 0.3333333333333333
22703 2098 0.5
18397 7165 0.3333333333333333
47959 15123 0.14285714285714285
50838 54823 0.5
8550 10568 0.3333333333333333
22001 50915 0.5
47871 52420 0.25
37126 6067 0.3333333333333333
18338 51130 1.0
24466 49290 0.3333333333333333
37272 29432 0.5
653 11797 0.25
56511 24258 0.5
47439 22408 0.3333333333333333
2322 4682 1.0
3113 53655 0.5
30486 41117 0.3333333333333333
57664 38328 0.1
30790 55260 0.25
34299 50133 0.25
13445 29478 0.2
45106 47686 0.3333333333333333
16441 31648 0.3333333333333333
35762 35687 0.16666666666666666
19975 38888 0.5
56642 47687 0.25
49205 13118 0.25
58367 2343 1.0
34025 53543 0.5
15286 21238 1.0
59016 34779 0.25
35354 44803 0.5
3496 54579 0.5
44783 3106 0.5
47679 3826 0.5
37284 39652 0.25
57166 37387 0.25
49686 32072 0.3333333333333333
7359 19780 0.3333333333333333
47126 52791 1.0
19565 24209 0.16666666666666666
23665 37352 1.0
43542 43720 0.3333333333333333
39001 39163 1.0
59124 11499 0.5
37589 48989 0.25
25197 32424 0.3333333333333333
50223 50053 0.3333333333333333
18117 18820 0.25
46253 12311 0.5
41659 53652 0.3333333333333333
6409 21926 0.25
38623 39559 0.3333333333333333
29689 29888 1.0
55108 1419 0.3333333333333333
33884 2503 0.25
48518 6897 1.0
24552 874 1.0
36526 57096 0.2
55734 50041 0.25
42209 34629 1.0
2535 30246 0.3333333333333333
2300 42129 1.0
37782 15505 0.3333333333333333
35718 24002 1.0
21555 598 0.25
45807 26547 0.25
33348 21170 0.16666666666666666
5661 1187 0.3333333333333333
6027 21504 0.5
5476 35530 0.2
11800 51126 0.5
35431 49260 0.25
26504 20897 0.2
27132 15199 0.16666666666666666
18112 58395 1.0
19373 265 0.2
15107 41967 0.25
24501 43311 0.5
3971 36125 0.5
42085 38330 0.25
21180 49975 0.3333333333333333
44314 1663 0.5
35436 4231 0.16666666666666666
29348 5496 0.2
2502 48138 0.5
16001 18464 0.2
18352 47870 0.25
35798 46669 0.16666666666666666
35810 46972 0.5
22007 5739 0.5
23857 31229 0.5
51285 58335 0.5
2154 735 0.16666666666666666
14294 21713 1.0
37481 24281 0.3333333333333333
48362 22836 1.0
39741 50278 0.5
5487 17985 1.0
56725 55369 0.3333333333333333
18750 47812 0.25
59635 1483 0.5
42539 6910 1.0
18310 36733 0.3333333333333333
29175 47663 0.5
47892 32979 0.14285714285714285
20099 42725 0.25
2058 51268 0.3333333333333333
8356 58517 0.5
36939 58070 0.5
21290 18924 0.2
14594 30546 0.3333333333333333
54146 3044 0.3333333333333333
37562 40319 1.0
24020 23687 1.0
41020 58490 0.5
16530 50891 0.3333333333333333
50200 38773 0.25
1820 13712 0.3333333333333333
29896 16103 0.3333333333333333
11642 26668 0.2
31895 53091 0.5
244 12856 0.3333333333333333
6180 17891 0.14285714285714285
25790 261 0.25
23113 15798 0.5
44628 36910 0.3333333333333333
39595 38023 1.0
6551 28892 0.2
14110 18758 1.0
41266 37662 0.25
58175 42613 0.3333333333333333
453 21251 0.2
4812 41975 0.3333333333333333
27547 47043 0.3333333333333333
40060 44837 1.0
16080 21845 0.3333333333333333
10634 56249 0.25
6154 16809 0.25
27437 57111 0.2
57359 31254 0.5
37639 50580 0.3333333333333333
9679 2313 0.25
48929 524 0.2
49716 40900 0.3333333333333333
16814 46146 0.5
27589 59987 0.3333333333333333
14248 24253 0.3333333333333333
55965 16730 0.2
30522 44871 0.5
14043 12620 1.0
48029 13107 0.5
48601 47519 0.3333333333333333
53436 55055 0.5
40564 19784 0.3333333333333333
38972 21328 0.25
4466 34504 0.5
1528 34268 0.25
20467 24149 0.5
22127 24465 0.5
39055 7242 1.0
18646 53636 1.0
57193 32958 0.5
11353 18778 0.3333333333333333
5340 51828 0.5
34142 45627 0.3333333333333333
1226 53849 0.25
37693 38235 0.25
4417 10202 0.3333333333333333
56283 15068 0.25
20639 3302 0.3333333333333333
19725 35738 0.5
40745 42453 0.3333333333333333
53993 13949 0.25
32506 23725 0.5
54152 47512 0.16666666666666666
57628 46141 0.3333333333333333
15936 8868 0.2
55224 14745 0.25
41806 44823 0.25
2749 13040 0.3333333333333333
30699 38342 0.2
18017 29335 0.25
57059 11316 0.3333333333333333
45101 43227 0.3333333333333333
24534 53976 1.0
8834 11844 1.0
47398 6669 0.3333333333333333
29953 33497 0.3333333333333333
12856 6186 0.14285714285714285
937 18169 0.2
40783 51444 0.16666666666666666
38583 30861 0.3333333333333333
28035 4608 0.25
6294 31384 0.3333333333333333
40393 45169 1.0
25968 33130 0.5
57558 34825 0.3333333333333333
28427 33305 0.3333333333333333
5809 6950 0.5
51677 24805 0.3333333333333333
33443 11096 0.125
10045 15273 0.5
6015 15301 0.3333333333333333
304 57765 0.5
729 29212 1.0
56930 4617 0.3333333333333333
43341 27836 0.125
15502 5976 0.14285714285714285
29570 50672 1.0
31285 16235 0.25
20482 59636 0.25
39164 10118 1.0
3832 52509 1.0
33833 14622 0.5
13234 30894 0.16666666666666666
31722 29453 1.0
9214 55755 0.3333333333333333
909 33588 0.25
8113 22299 0.5
15654 22433 0.5
17108 5764 0.5
22637 1560 1.0
47375 14110 0.3333333333333333
59777 24568 0.5
42278 54636 0.5
17924 15311 0.2
9933 47283 0.3333333333333333
52585 32027 0.5
24346 12946 0.3333333333333333
47805 43737 0.3333333333333333
54892 29290 1.0
11595 26340 0.5
9453 28686 0.3333333333333333
9281 22935 0.5
53005 48685 0.5
13013 51342 0.2
27138 30782 0.3333333333333333
29242 22847 0.5
54283 17512 0.5
21715 14947 1.0
53941 33646 0.5
23888 13729 1.0
16048 55622 0.3333333333333333
19420 28345 0.2
30582 34074 0.25
47548 12845 0.3333333333333333
19603 54529 0.3333333333333333
57073 54569 0.3333333333333333
8971 30840 0.2
127 54405 0.5
46721 17668 0.25
57883 11764 0.3333333333333333
44908 8885 0.3333333333333333
30032 32460 0.25
45388 10395 0.5
855 47464 0.3333333333333333
15416 49119 0.5
51954 23713 0.25
46571 8438 0.5
2700 27031 0.3333333333333333
58221 47444 1.0
6361 2123 1.0
21884 59183 0.3333333333333333
45742 49489 0.3333333333333333
44506 12702 0.3333333333333333
3769 6105 0.5
49402 43501 0.3333333333333333
43910 14541 1.0
2287 6190 0.5
6941 15337 0.3333333333333333
43232 57551 0.3333333333333333
6482 36562 0.25
35541 25129 0.2
50940 19334 0.5
26351 41351 0.3333333333333333
5796 41158 0.25
26191 58160 0.16666666666666666
526 11841 0.5
46266 39098 0.3333333333333333
46844 56361 0.25
49535 44455 0.5
46214 33255 0.16666666666666666
9348 41777 0.3333333333333333
21506 27336 1.0
48145 47995 0.16666666666666666
6468 40674 0.5
28995 41643 0.5
36453 28904 0.2
4897 41976 0.5
49569 2112 0.16666666666666666
3425 53436 0.3333333333333333
53687 15234 0.5
9837 12556 0.3333333333333333
15621 32616 0.25
37283 16577 0.3333333333333333
52091 50105 0.3333333333333333
52037 42685 0.3333333333333333
34957 37803 0.3333333333333333
15334 17300 0.5
56191 29527 0.25
878 38820 0.5
21374 51767 0.5
7256 43769 0.5
22621 53231 0.5
33125 49911 0.1111111111111111
32363 54442 0.25
51258 28151 0.3333333333333333
57213 43733 0.5
38683 42924 1.0
27484 33285 0.3333333333333333
17407 38555 0.5
31636 58786 0.5
6108 15054 0.5
13327 10318 0.3333333333333333
36794 25318 0.3333333333333333
10989 45572 0.25
38793 40908 0.3333333333333333
37987 6466 0.3333333333333333
35085 36320 0.5
50061 10489 1.0
31324 56578 0.2
5780 13146 0.3333333333333333
53329 50486 0.5
50438 38314 0.2
38754 32194 0.5
47313 12157 0.5
53255 21523 0.3333333333333333
41535 4283 0.3333333333333333
9215 47619 0.25
52441 59020 1.0
312 2428 0.5
41770 31755 0.3333333333333333
41473 57989 0.5
46627 20746 0.3333333333333333
42789 56705 0.25
35142 24976 0.5
10102 14683 0.5
21057 48861 0.3333333333333333
58134 10616 0.3333333333333333
37994 29667 0.5
44151 17034 1.0
43833 25564 0.5
42850 10315 0.3333333333333333
27905 41669 0.5
32642 50882 0.3333333333333333
35662 23127 0.3333333333333333
59398 14191 0.3333333333333333
8066 16486 0.3333333333333333
44474 20445 0.5
39437 24922 0.3333333333333333
29442 32747 0.14285714285714285
10698 30602 0.25
2531 616 0.3333333333333333
22365 51592 0.25
17466 9333 0.3333333333333333
24000 39824 0.25
8415 2870 0.25
4912 56121 0.3333333333333333
824 31323 0.5
15678 22522 0.3333333333333333
9831 15585 1.0
434 50228 0.16666666666666666
7548 37487 0.3333333333333333
17888 32645 0.3333333333333333
28954 20951 1.0
54496 34582 0.5
22611 34349 0.3333333333333333
11346 24506 0.5
25992 14054 0.5
38457 47905 0.3333333333333333
23107 36376 1.0
6908 8301 0.25
5713 47460 1.0
53519 37776 0.25
40315 14518 0.5
19620 40620 0.2
33811 58008 0.5
2264 26823 0.2
35213 6566 0.5
42315 52725 0.5
46990 4617 0.3333333333333333
52602 26380 0.3333333333333333
39521 49866 0.25
49070 29076 0.5
17634 3671 0.5
20607 50043 0.25
41383 36765 0.2
21144 27763 0.3333333333333333
38065 20535 0.5
54464 4917 0.3333333333333333
27535 9375 0.25
27793 56790 0.5
59480 29501 0.25
8943 27306 0.125
10903 42793 0.16666666666666666
50990 36864 0.3333333333333333
8244 19703 1.0
21086 13568 0.5
51082 55400 1.0
47432 27918 0.25
